no_plan;nombre_piece;surface_reelle;type_local;surface_carre
5;4;78;Appartement;77.9
1054;2;48;Appartement;46.95
142;3;58;Appartement;58.81
18;3;80;Maison;96.71
64;1;15;Appartement;15.66
28;1;29;Appartement;30.03
64;2;43;Appartement;43.54
107;2;50;Appartement;50.1
144;2;43;Appartement;43.4
144;2;38;Appartement;39.12
188;1;30;Appartement;31.24
114;4;77;Appartement;77.54
173;3;58;Appartement;57.98
81;3;63;Appartement;62.16
33;3;52;Appartement;48.37
221;3;49;Appartement;50.94
42;2;57;Appartement;55.8
167;2;43;Appartement;43.53
355;2;60;Appartement;58.66
145;1;14;Appartement;12.53
519;5;94;Maison;94.48
821;2;37;Appartement;42.2
531;1;29;Appartement;29.76
342;2;43;Appartement;44.24
74;4;62;Appartement;62.41
29;2;50;Appartement;50.58
132;5;92;Appartement;91.35
17;4;86;Maison;87.94
85;3;60;Appartement;56.01
993;3;71;Appartement;71.6
93;2;28;Appartement;24.58
236;3;78;Appartement;76.38
32;1;36;Appartement;34.92
741;1;35;Appartement;33.91
1119;3;82;Maison;102.48
259;3;57;Appartement;58.2
107;2;45;Appartement;44.56
164;4;93;Appartement;93.26
466;2;43;Appartement;43.4
356;4;76;Appartement;77.05
174;3;50;Appartement;51.12
326;3;62;Appartement;63.59
315;2;49;Appartement;48.29
143;3;58;Appartement;58.07
72;2;44;Appartement;43.9
85;2;39;Appartement;39.15
421;3;63;Appartement;62.41
261;3;60;Appartement;60.76
70;4;80;Appartement;80.05
29;3;80;Appartement;72.25
245;3;57;Appartement;57.47
894;2;46;Appartement;45.14
702;4;73;Appartement;76.52
446;4;90;Appartement;89.77
9;5;82;Maison;88.42
203;4;82;Appartement;82.48
340;3;56;Appartement;55.88
198;2;38;Appartement;37
190;1;23;Appartement;23.25
682;3;63;Appartement;62
42;3;63;Appartement;64.34
237;3;60;Appartement;60.95
445;2;30;Appartement;32.32
57;4;72;Appartement;69.8
245;2;31;Appartement;30.54
483;2;45;Appartement;44.44
169;4;113;Maison;112.63
356;5;91;Appartement;93.46
177;1;36;Appartement;36.13
262;2;64;Appartement;63.6
1226;3;68;Appartement;68.7
610;2;35;Appartement;28.75
266;3;57;Appartement;57.05
265;4;85;Appartement;85.83
42;4;80;Appartement;77.76
42;0;34;Appartement;32.75
9;5;82;Maison;89.78
466;3;69;Appartement;68.81
467;1;30;Appartement;30.28
96;2;46;Appartement;48.6
223;2;41;Appartement;41.1
9;2;52;Appartement;51.95
590;3;70;Appartement;68.37
195;3;70;Appartement;68.81
217;4;91;Appartement;85.91
39;2;61;Appartement;61.74
220;2;53;Appartement;54.84
13;3;61;Appartement;61.22
290;3;67;Appartement;62.75
335;2;43;Appartement;43.59
25;4;81;Appartement;83.18
188;4;79;Maison;79.76
3;3;64;Appartement;64.41
153;2;40;Appartement;39.21
80;2;55;Appartement;56.22
395;2;45;Appartement;45.1
83;3;82;Appartement;83.07
9;5;82;Maison;87.83
772;1;27;Appartement;27.11
235;3;60;Appartement;60.76
240;3;61;Appartement;61.16
208;1;27;Appartement;27.48
972;3;71;Appartement;73.16
264;3;71;Appartement;71.5
933;3;63;Appartement;62.16
291;2;47;Appartement;47.1
492;2;44;Appartement;44.09
69;1;19;Appartement;17.52
116;3;55;Maison;54.53
27;4;99;Appartement;123.87
394;3;65;Maison;63.3
304;2;46;Appartement;46.35
682;2;39;Appartement;46.43
703;2;47;Appartement;49.25
75;2;45;Appartement;44.95
435;4;78;Appartement;81.88
191;3;46;Appartement;49.83
21;4;78;Appartement;78.5
225;2;54;Appartement;41.98
22;3;57;Appartement;57.02
932;3;61;Appartement;63.94
112;4;69;Appartement;69.95
64;4;95;Maison;39.15
353;1;28;Appartement;29.75
779;3;73;Appartement;72.22
627;3;73;Appartement;70.18
415;4;81;Appartement;73.88
220;1;32;Appartement;33.39
910;2;44;Appartement;44.65
494;5;92;Appartement;93.32
96;3;58;Appartement;58.2
107;4;84;Appartement;86.83
563;1;44;Appartement;44.17
214;3;63;Appartement;63.32
183;3;60;Maison;78.48
526;1;25;Appartement;25.06
125;3;64;Appartement;63
61;5;90;Appartement;86.41
154;3;55;Appartement;54.44
85;2;42;Appartement;41.69
658;4;76;Appartement;75.84
1054;4;110;Appartement;104.12
5;3;62;Appartement;61.44
308;2;34;Appartement;34.97
224;2;39;Appartement;37.65
50;2;70;Appartement;45.2
9;4;83;Appartement;81.81
241;2;44;Appartement;43.85
158;2;48;Appartement;50.39
321;3;57;Appartement;56.92
171;3;63;Appartement;62.91
161;3;51;Appartement;51.37
682;4;75;Appartement;75.73
225;3;79;Appartement;69.89
26;4;88;Appartement;86.67
57;3;65;Maison;70.1
85;2;37;Appartement;37.14
114;3;67;Appartement;63.11
703;3;66;Appartement;66.71
110;6;116;Appartement;130.43
319;3;51;Appartement;52
28;3;69;Appartement;68.09
3;5;97;Appartement;100
355;4;87;Appartement;88.34
204;1;36;Appartement;35.34
348;3;45;Appartement;44.54
12;3;52;Appartement;47.08
132;2;34;Appartement;46.98
2;1;37;Appartement;36.89
11;3;63;Appartement;61.43
206;4;71;Appartement;69.76
80;3;76;Appartement;66.54
241;3;55;Appartement;55.8
499;1;24;Appartement;28.22
1153;1;21;Appartement;20.31
354;1;20;Appartement;20.46
990;3;60;Maison;63.4
2;3;59;Appartement;59.42
92;4;75;Appartement;75.63
483;2;48;Appartement;48.05
208;2;38;Maison;36.86
1351;2;31;Appartement;32.06
347;5;100;Maison;131
126;3;85;Appartement;86.45
351;3;59;Appartement;21.13
992;4;100;Appartement;109.25
177;2;45;Appartement;40.74
25;2;37;Appartement;38.5
25;2;45;Appartement;46.6
354;1;21;Appartement;21.5
460;3;34;Appartement;34.4
93;2;50;Appartement;45.56
354;1;21;Appartement;20.4
990;5;95;Appartement;82.37
357;2;49;Appartement;48.98
347;5;100;Maison;99.68
863;1;39;Appartement;26.49
157;2;47;Appartement;48.2
157;3;63;Appartement;62.58
148;4;82;Appartement;80.38
165;2;40;Appartement;40.55
117;2;39;Appartement;36.22
18;2;32;Appartement;32.35
167;3;59;Appartement;59.62
63;5;102;Appartement;94.08
77;3;62;Appartement;62.86
18;2;32;Appartement;32.3
248;2;40;Appartement;41.57
224;2;48;Appartement;49.16
88;2;60;Maison;60.09
98;3;67;Appartement;68.39
115;5;107;Appartement;106.19
235;3;51;Appartement;55.06
48;1;21;Appartement;85.19
58;3;66;Appartement;60.89
151;3;60;Appartement;61.94
23;2;58;Appartement;59.13
231;4;67;Appartement;66.89
458;3;55;Appartement;55.36
40;3;55;Appartement;55.62
273;3;65;Appartement;65.28
197;2;41;Appartement;39.12
162;4;90;Appartement;74.93
12;4;70;Appartement;67.76
219;4;68;Appartement;67.96
54;4;65;Appartement;67.09
278;1;23;Appartement;18.2
5;3;78;Appartement;76.8
61;1;23;Appartement;21.89
165;3;61;Appartement;61.7
5;3;78;Appartement;77.5
125;2;53;Appartement;47.85
165;2;41;Appartement;41.4
102;3;78;Appartement;75.26
165;3;61;Appartement;61
422;5;110;Maison;98.99
330;2;50;Appartement;48.44
390;4;68;Appartement;72
170;3;60;Appartement;60.92
184;2;45;Appartement;45.1
535;3;66;Appartement;66.02
90;3;74;Appartement;64.47
294;2;65;Appartement;70.04
79;4;79;Appartement;80.87
174;4;113;Appartement;108.82
153;0;26;Appartement;25.85
78;1;20;Appartement;29.55
533;5;103;Maison;108.49
507;2;28;Appartement;23.04
73;4;83;Appartement;87.93
251;3;60;Appartement;60.48
226;3;66;Appartement;66.05
9;1;26;Appartement;25.97
110;2;51;Appartement;50.33
64;4;80;Appartement;78.47
70;5;126;Maison;120.53
22;3;52;Appartement;53.09
334;3;56;Appartement;57.46
5;4;98;Appartement;97.6
247;3;70;Appartement;71.25
132;4;95;Appartement;95
363;1;36;Appartement;36.3
282;3;60;Appartement;65.4
147;1;24;Appartement;24.75
138;2;54;Appartement;51.42
519;1;41;Appartement;42
82;1;31;Appartement;30.31
39;1;32;Appartement;33.37
8;1;45;Appartement;30.83
159;5;107;Maison;108.07
165;2;41;Appartement;41.65
334;1;26;Appartement;27.34
447;1;27;Appartement;27.46
512;2;31;Appartement;31.73
2;3;69;Appartement;69.31
399;3;67;Appartement;66.07
15;5;101;Appartement;98.07
102;3;78;Appartement;75.02
48;4;86;Appartement;81.05
18;1;24;Appartement;24.2
52;2;50;Appartement;50.3
165;3;55;Appartement;55.9
50;4;85;Appartement;66.03
167;3;56;Appartement;57.87
21;3;63;Appartement;68.96
112;3;48;Appartement;50.02
3;2;30;Appartement;29.64
378;4;90;Appartement;90.13
41;3;69;Appartement;63.95
491;3;68;Appartement;67.57
57;5;112;Appartement;112.52
13;3;63;Appartement;63.79
22;3;64;Appartement;63.89
25;2;50;Appartement;48.17
276;2;45;Appartement;42
159;4;76;Appartement;74.86
131;3;72;Appartement;77.62
285;2;41;Appartement;41.52
202;0;20;Appartement;19.05
319;4;85;Appartement;73.6
279;6;112;Appartement;110.18
714;3;73;Appartement;72.2
197;2;73;Appartement;73.7
1;3;59;Appartement;59
36;2;39;Appartement;17.35
247;6;107;Appartement;107.97
209;4;104;Appartement;108.27
155;3;60;Appartement;59.93
175;4;116;Appartement;116.21
18;3;67;Appartement;67.83
334;5;72;Appartement;89.76
390;3;60;Appartement;62.61
231;4;68;Appartement;68.62
99;2;50;Appartement;50.59
214;3;70;Appartement;82.61
223;2;68;Appartement;69.51
327;1;12;Appartement;12.33
70;5;108;Maison;109.3
77;3;60;Appartement;59.91
116;2;43;Appartement;47.57
149;2;45;Appartement;45.2
72;2;33;Appartement;31.3
167;4;122;Appartement;120.53
3;2;48;Appartement;49.44
248;2;54;Appartement;53.23
108;1;18;Appartement;18.02
167;3;68;Appartement;68.34
159;2;49;Appartement;49
24;4;80;Appartement;81.27
244;3;68;Appartement;67.66
64;4;82;Appartement;81.69
197;1;40;Appartement;41.26
94;3;67;Appartement;67.79
197;3;72;Appartement;73.4
197;3;73;Appartement;74
113;2;46;Appartement;46.61
182;4;80;Appartement;77.04
96;2;39;Appartement;38.97
108;2;41;Appartement;41.32
357;2;50;Appartement;49.58
107;3;57;Appartement;57.16
108;1;19;Appartement;18.82
273;5;90;Maison;89.09
194;2;40;Appartement;40.39
528;5;100;Appartement;126.8
18;1;20;Appartement;19.77
150;2;59;Appartement;59.81
285;3;53;Appartement;52.5
167;4;92;Appartement;89.29
205;5;106;Appartement;106.88
97;1;30;Appartement;31.22
297;4;67;Appartement;66.51
116;4;74;Maison;75.19
7;2;30;Appartement;29.19
285;1;23;Appartement;24.52
186;5;97;Maison;96.72
46;1;18;Appartement;15.53
85;2;46;Appartement;46.5
503;3;52;Appartement;53.07
66;5;109;Maison;102.77
197;2;58;Appartement;58.78
22;4;66;Appartement;66
334;2;44;Appartement;44.53
3;5;104;Appartement;102.55
12;4;74;Appartement;74.48
123;2;40;Appartement;40.53
270;1;25;Appartement;23.36
142;1;25;Appartement;25.23
16;4;109;Appartement;105.59
307;2;21;Appartement;23.45
142;5;100;Appartement;100.33
191;3;64;Appartement;60.08
75;3;63;Appartement;45.93
119;4;59;Appartement;58.8
224;2;51;Appartement;51.01
459;5;93;Appartement;94.05
223;2;67;Appartement;67.48
12;3;56;Appartement;54.22
5;4;101;Appartement;101.4
188;1;22;Appartement;23.3
459;5;93;Appartement;94.5
20;1;26;Appartement;25.06
142;1;33;Appartement;33.02
51;4;125;Appartement;126.21
23;3;71;Appartement;73.87
46;3;32;Appartement;31.65
189;2;55;Appartement;54.14
36;2;51;Appartement;48.79
152;3;58;Appartement;58.8
169;3;61;Appartement;62.23
157;3;90;Maison;94.8
64;3;60;Appartement;60.58
396;3;61;Appartement;61.27
13;4;75;Appartement;75
315;5;86;Appartement;86.1
675;3;72;Appartement;71.94
120;4;74;Appartement;74.54
96;4;83;Appartement;84.43
334;2;43;Appartement;44.52
271;3;51;Appartement;53.84
398;6;136;Maison;150.87
67;1;25;Appartement;23.58
223;3;87;Appartement;87.19
66;3;64;Appartement;61.9
494;2;63;Appartement;62.03
379;4;87;Maison;83.8
131;2;42;Appartement;40.73
87;3;48;Maison;40.08
296;2;38;Appartement;28.13
859;3;65;Appartement;67.58
207;5;115;Appartement;111.2
247;3;70;Appartement;71.14
52;1;28;Appartement;28.34
17;2;34;Appartement;26.3
108;1;18;Appartement;18.8
327;3;56;Appartement;52.31
87;4;80;Appartement;81.07
131;5;102;Appartement;103.27
99;2;37;Appartement;37.23
100;3;72;Appartement;73.09
171;2;53;Appartement;53.04
60;1;17;Appartement;17.64
629;1;17;Appartement;15.33
6;1;29;Appartement;25.81
12;2;50;Appartement;48.12
285;3;52;Appartement;52.8
334;2;44;Appartement;44.55
54;4;64;Appartement;68.02
102;3;78;Appartement;75.16
15;2;55;Appartement;56
256;3;77;Appartement;76.8
262;2;43;Appartement;43.06
139;4;100;Appartement;96.13
75;4;77;Appartement;76.96
180;3;61;Appartement;61.18
507;1;24;Appartement;23.16
52;3;68;Appartement;60.93
247;4;83;Appartement;75.53
5;1;24;Appartement;24.01
426;1;22;Appartement;26.78
22;3;52;Appartement;52.09
11;2;46;Appartement;43.65
147;2;46;Appartement;45.77
187;2;51;Appartement;60.02
611;4;100;Maison;99.46
303;5;123;Maison;73.49
241;3;56;Appartement;56.13
94;3;80;Appartement;81.33
68;2;56;Appartement;55.04
70;4;81;Appartement;74.47
227;3;64;Appartement;63.67
37;5;108;Appartement;108.32
99;4;87;Appartement;88.56
178;2;45;Appartement;47.98
52;3;64;Appartement;64.1
177;2;40;Appartement;40.24
285;3;52;Appartement;52.36
54;4;64;Appartement;68.27
21;1;37;Appartement;36.1
52;1;36;Appartement;35.08
19;3;51;Appartement;53.95
278;4;91;Appartement;92.14
160;4;90;Appartement;92.15
147;4;86;Appartement;83.18
334;2;45;Appartement;46.05
52;2;46;Appartement;46.8
190;4;67;Maison;68.84
144;3;79;Appartement;82.53
260;2;40;Appartement;74.55
139;3;42;Appartement;49.44
2;3;69;Appartement;68.64
130;4;68;Appartement;59.98
531;3;63;Appartement;63.07
429;4;85;Appartement;87.13
257;3;85;Appartement;85.49
63;3;67;Appartement;67.04
207;2;50;Appartement;51.7
22;3;54;Appartement;52.78
93;4;87;Appartement;87.91
58;3;75;Appartement;79.48
5;4;98;Appartement;97.5
859;4;80;Appartement;80
279;1;28;Appartement;27.02
286;2;34;Appartement;39.15
60;4;87;Appartement;88.2
86;4;71;Appartement;70.53
15;3;69;Appartement;71.86
5;5;120;Appartement;120.5
59;4;80;Appartement;78.54
5;1;23;Appartement;23.55
113;4;86;Appartement;87.8
143;3;60;Appartement;60.95
15;3;62;Appartement;62.95
235;3;51;Appartement;56.08
334;3;56;Appartement;57.46
185;2;55;Appartement;56.02
147;4;80;Appartement;81.29
235;4;64;Appartement;65.59
70;3;74;Appartement;74.16
3;3;69;Appartement;69.77
166;2;47;Appartement;46.08
503;3;52;Appartement;52.23
27;1;36;Appartement;36.02
149;5;100;Maison;148.7
48;5;99;Appartement;102.3
172;4;109;Maison;118.19
261;2;36;Appartement;36.77
41;1;21;Appartement;15.38
390;4;71;Appartement;72.47
50;2;48;Appartement;42.03
70;4;84;Appartement;84.46
5;5;120;Appartement;120.6
110;3;67;Appartement;65.86
3;4;78;Appartement;78.55
89;4;73;Appartement;81.29
145;2;39;Appartement;39.43
399;3;67;Appartement;66.54
348;2;48;Appartement;33.91
101;4;66;Appartement;67.45
81;4;66;Appartement;68.69
157;3;59;Appartement;60.85
133;3;65;Appartement;64.19
212;1;23;Appartement;18.34
213;4;92;Appartement;4.38
97;2;41;Appartement;37.7
5;4;101;Appartement;101.4
284;3;46;Appartement;43.54
167;5;114;Appartement;112
63;2;31;Appartement;30.03
102;5;166;Maison;169.55
334;2;44;Appartement;44.83
106;3;81;Appartement;80.13
125;2;48;Appartement;49.28
119;2;27;Appartement;32.08
458;2;42;Appartement;43.03
157;3;57;Appartement;58.64
123;4;88;Appartement;86.47
22;3;54;Appartement;53.77
120;4;82;Appartement;83.1
6;1;20;Appartement;20.83
89;1;13;Appartement;14.77
55;4;75;Appartement;74.43
231;3;57;Appartement;56.09
503;3;52;Appartement;52.1
22;4;66;Appartement;63.68
23;3;103;Appartement;102.51
151;2;45;Appartement;45.31
22;3;54;Appartement;53.28
183;2;45;Appartement;45.86
12;4;77;Appartement;76.64
39;2;56;Appartement;54.67
272;2;72;Maison;74.93
179;1;46;Appartement;45.75
131;2;53;Appartement;52.91
503;4;65;Appartement;66.45
16;1;13;Appartement;25.09
25;3;75;Appartement;77.56
856;4;86;Appartement;86.53
117;5;78;Maison;90.89
506;1;35;Appartement;31.98
516;1;18;Appartement;14.54
241;3;68;Appartement;56.32
5;5;95;Appartement;94.24
71;5;100;Appartement;98.53
148;2;42;Appartement;42.89
81;1;35;Appartement;26.18
699;1;33;Appartement;33.14
187;1;31;Appartement;31.26
173;5;140;Appartement;131.29
122;1;27;Appartement;23.08
26;2;40;Appartement;34.47
151;4;98;Appartement;101.49
459;3;65;Appartement;68.05
159;3;58;Appartement;62.75
93;3;64;Appartement;63.65
311;1;47;Appartement;43.6
327;3;67;Appartement;63.14
178;3;30;Appartement;41.13
243;3;58;Appartement;58.84
143;3;57;Maison;83.69
205;4;77;Appartement;77.71
151;3;67;Appartement;66.7
494;2;52;Appartement;52.83
147;3;75;Appartement;81.36
165;3;59;Appartement;59.3
54;3;51;Appartement;30.11
19;5;95;Appartement;94.37
240;4;83;Appartement;80.23
394;3;59;Appartement;61.48
399;4;94;Maison;93.34
89;1;20;Appartement;20.5
166;5;93;Appartement;94.34
224;4;79;Appartement;79.79
142;2;47;Appartement;33.25
54;2;48;Appartement;47.25
45;5;101;Appartement;111.62
24;3;59;Appartement;61.8
112;3;70;Appartement;82.01
19;3;52;Appartement;53.29
17;5;110;Appartement;121.68
657;5;143;Maison;142.14
354;2;46;Appartement;45.89
30;4;79;Appartement;78.63
611;8;162;Maison;163.19
143;1;32;Appartement;32
48;6;128;Appartement;124.81
54;5;76;Appartement;80
186;4;125;Maison;157.83
809;3;55;Appartement;53.05
25;2;51;Appartement;50.64
358;2;53;Appartement;52.53
545;3;57;Appartement;56.51
343;2;46;Appartement;46.07
18;4;66;Appartement;67.6
19;2;46;Appartement;45.71
194;1;28;Appartement;27.42
516;1;25;Appartement;27.01
236;1;20;Appartement;17.78
503;4;68;Appartement;66.43
50;4;89;Appartement;89.41
16;3;74;Appartement;74
52;5;105;Appartement;106.19
665;3;65;Appartement;65.51
78;1;23;Appartement;23.62
34;1;14;Appartement;14.4
144;1;21;Appartement;21.4
125;1;42;Appartement;41.6
17;5;81;Appartement;81.16
17;4;66;Appartement;66.65
575;3;55;Appartement;54.17
725;3;75;Appartement;75.16
516;5;112;Appartement;111
315;3;59;Appartement;59.49
29;3;54;Appartement;56.83
539;1;50;Appartement;41.51
7;3;68;Appartement;68.6
17;2;53;Appartement;51.18
892;2;68;Appartement;61.22
24;3;60;Appartement;60.68
407;2;36;Appartement;37.89
525;2;44;Appartement;44.39
55;2;49;Appartement;49.58
119;5;105;Appartement;105.12
201;1;16;Appartement;14.67
572;3;66;Appartement;66.9
239;1;36;Appartement;22.61
1013;3;66;Appartement;65.6
81;2;47;Appartement;47.16
49;5;134;Maison;184.21
414;2;70;Appartement;64.78
35;5;90;Maison;78.71
32;4;74;Appartement;75.76
1;3;62;Appartement;60.04
215;1;30;Appartement;26.15
509;4;70;Appartement;66.87
144;2;25;Appartement;23.06
166;3;75;Appartement;82.11
386;2;50;Appartement;49.52
49;3;61;Maison;63.5
408;3;62;Appartement;61.52
625;3;65;Appartement;64.09
19;2;46;Appartement;45.36
19;2;46;Appartement;44.36
248;1;15;Appartement;10.27
498;1;35;Appartement;39.31
1109;2;49;Appartement;48.99
118;4;80;Maison;141
604;1;24;Appartement;24.54
328;2;28;Appartement;45.29
14;2;51;Appartement;47.65
242;3;67;Appartement;66.6
8;3;69;Appartement;71.73
208;3;45;Appartement;49.12
229;1;21;Maison;21.65
219;2;45;Appartement;44.72
44;2;46;Appartement;54.65
241;3;54;Appartement;53.26
376;2;54;Appartement;49.86
594;3;80;Appartement;79.63
191;4;79;Appartement;78.31
16;2;56;Appartement;53
344;3;85;Appartement;100.35
172;3;60;Appartement;60.37
353;3;70;Appartement;71.58
470;2;52;Appartement;61.85
44;4;80;Appartement;82.23
169;4;57;Appartement;57.5
452;3;60;Appartement;59.38
146;5;83;Appartement;82.01
10;2;34;Appartement;33
250;5;120;Appartement;120.3
191;3;69;Appartement;70.42
596;1;24;Appartement;20.41
539;1;35;Appartement;34.79
66;4;80;Maison;134.32
312;2;45;Appartement;47.07
225;3;65;Appartement;62.48
718;3;72;Appartement;69.93
550;4;65;Maison;66.61
53;3;55;Appartement;56.29
388;3;47;Appartement;53.65
318;2;48;Appartement;47.77
59;3;73;Appartement;73
199;3;37;Appartement;45.55
160;1;26;Appartement;23.08
289;3;64;Appartement;63.99
308;3;63;Appartement;63.96
227;2;43;Appartement;43.7
4;5;99;Appartement;95.99
335;2;22;Appartement;28.5
53;4;98;Appartement;92.67
90;5;100;Appartement;109.68
548;3;48;Maison;52.19
97;1;17;Appartement;16.85
241;2;34;Appartement;34.06
585;2;67;Appartement;67.35
30;2;55;Appartement;52.01
720;4;82;Appartement;81.87
322;2;22;Appartement;22.95
962;3;72;Appartement;72.96
327;3;46;Appartement;47.33
622;3;90;Appartement;88.13
318;3;70;Appartement;70.1
129;4;78;Maison;76.63
575;4;66;Appartement;63.19
25;4;65;Maison;65.51
412;3;36;Appartement;39.5
125;5;116;Appartement;112.45
509;3;58;Appartement;55.39
213;9;249;Maison;252.79
142;3;56;Appartement;54.66
759;3;66;Appartement;67.12
300;2;42;Appartement;40.95
112;4;65;Appartement;67
295;3;54;Appartement;53.68
87;4;88;Appartement;80.23
480;3;67;Appartement;59.72
154;2;38;Appartement;38.6
394;5;98;Appartement;100.48
19;2;46;Appartement;44.43
882;3;67;Appartement;70.36
140;4;110;Maison;201.66
59;5;102;Appartement;92.8
165;2;29;Appartement;35.16
124;3;66;Maison;119.5
32;4;73;Appartement;72.86
809;3;53;Appartement;54.32
19;2;46;Appartement;44.67
498;4;76;Appartement;75.7
19;2;52;Appartement;46.05
289;3;63;Appartement;62.99
607;4;87;Maison;86.56
4;2;55;Appartement;55.01
137;3;72;Appartement;68.42
1175;3;64;Appartement;14.19
142;3;59;Appartement;58.26
355;2;56;Appartement;54.94
343;4;74;Appartement;73.79
276;4;76;Appartement;73.4
471;3;78;Appartement;77.24
547;3;50;Appartement;65.03
520;2;30;Appartement;29.16
200;1;15;Appartement;13.9
404;3;62;Appartement;62.58
170;3;42;Appartement;42.3
129;2;89;Maison;85.33
732;1;30;Appartement;29.37
351;2;23;Appartement;30.89
35;3;60;Appartement;59.8
436;2;45;Appartement;48.96
32;4;73;Appartement;73.43
316;4;99;Appartement;95.42
826;2;39;Appartement;38.12
471;5;91;Appartement;92.01
8;3;71;Appartement;70.3
10;3;51;Appartement;53.11
436;3;69;Appartement;70.17
471;3;66;Appartement;66.72
27;1;37;Appartement;24.44
241;3;54;Appartement;53.83
339;2;44;Appartement;44.75
25;4;72;Appartement;67.23
358;5;103;Appartement;103.03
30;3;71;Appartement;73.77
184;3;60;Maison;64.15
305;3;75;Appartement;65.51
93;2;29;Appartement;19.07
278;3;56;Appartement;56.41
23;1;57;Appartement;56.19
242;3;75;Appartement;69.95
370;4;76;Appartement;73.6
242;4;83;Appartement;87
364;3;49;Appartement;76.48
901;1;23;Appartement;22.61
343;3;64;Appartement;62.85
59;3;77;Maison;93.15
298;1;25;Appartement;25.03
48;4;78;Appartement;79.15
564;3;63;Appartement;63.11
271;4;74;Appartement;67.74
130;5;139;Appartement;141.24
1010;2;38;Appartement;36.82
531;3;65;Appartement;66.1
10;3;81;Appartement;80.4
684;3;68;Appartement;68.12
43;1;23;Appartement;24.03
73;4;73;Appartement;74.15
229;6;181;Maison;181.1
259;4;70;Appartement;69.75
56;3;71;Appartement;71.28
32;3;62;Appartement;61.67
19;2;46;Appartement;44.28
289;3;63;Appartement;63.84
1307;4;101;Appartement;102.04
527;2;43;Appartement;42.24
1;6;135;Maison;139.69
242;5;99;Appartement;96.3
202;5;93;Appartement;89.24
142;2;42;Appartement;44.64
452;4;65;Appartement;69.5
717;2;57;Appartement;57.08
657;3;64;Appartement;62.12
118;4;92;Appartement;91.34
280;3;65;Maison;107.73
471;3;65;Appartement;65.98
346;2;50;Appartement;48.95
184;3;52;Appartement;50.26
748;5;101;Maison;91.53
414;4;106;Maison;89.34
471;4;78;Appartement;77.67
128;3;64;Appartement;64.39
475;6;120;Maison;163.42
118;4;83;Appartement;79.78
288;2;33;Appartement;34.19
1183;2;49;Appartement;50.91
475;2;35;Appartement;34.56
118;4;78;Appartement;79.75
214;3;56;Appartement;54.2
288;2;46;Appartement;46.44
34;1;17;Appartement;17.71
488;3;54;Maison;53.7
129;4;78;Maison;84.5
19;1;32;Appartement;31.33
54;4;80;Appartement;93.91
381;2;53;Appartement;53.96
31;4;75;Appartement;74.38
1;1;25;Appartement;24.96
17;3;52;Appartement;52.42
19;2;46;Appartement;44.91
165;3;44;Appartement;47.69
5;3;51;Appartement;52.06
165;2;37;Appartement;37.61
671;4;75;Maison;88.81
191;3;62;Appartement;61.75
265;2;30;Appartement;49
98;3;58;Appartement;55.09
1097;3;80;Appartement;81.59
446;5;94;Maison;145.24
565;2;40;Appartement;39.57
34;4;71;Maison;69.98
41;2;30;Appartement;30.38
1;8;248;Maison;111.52
99;3;76;Appartement;76.57
103;3;67;Appartement;69.6
41;5;83;Maison;103.07
8;4;107;Appartement;104.84
154;2;48;Appartement;53.72
11;2;32;Appartement;34.26
8;3;73;Appartement;71.36
44;3;68;Appartement;65.36
74;1;18;Appartement;17.12
107;3;80;Appartement;76.44
260;1;30;Appartement;32.25
197;3;132;Appartement;134
295;1;20;Appartement;38.5
916;3;64;Appartement;64.13
225;6;125;Maison;146.14
142;4;92;Appartement;91.53
4;4;75;Appartement;77.92
118;5;120;Appartement;105.01
470;4;80;Appartement;85.93
128;3;53;Appartement;53.39
46;6;181;Maison;146.35
166;4;89;Appartement;87.11
600;2;55;Appartement;55.62
693;1;28;Appartement;28.24
278;4;65;Appartement;66.7
534;3;63;Appartement;63.24
14;3;52;Appartement;51.78
32;3;60;Appartement;58.71
318;4;66;Appartement;55.08
35;5;105;Appartement;106.38
10;4;66;Appartement;63.67
107;3;71;Appartement;66.75
892;1;24;Appartement;24.69
163;2;54;Appartement;74.15
401;1;25;Appartement;21.46
692;3;67;Appartement;65.84
956;4;89;Appartement;89.99
225;7;130;Maison;149.28
381;4;84;Appartement;85.46
32;4;72;Appartement;72.31
289;3;84;Appartement;82
84;3;65;Appartement;64.93
343;4;76;Appartement;74.9
7;4;118;Maison;125.49
34;4;70;Maison;69.58
54;5;87;Maison;89.6
162;3;59;Appartement;58.99
15;2;36;Appartement;36.6
565;4;66;Maison;65.7
162;4;69;Appartement;69.65
1;2;50;Appartement;51.36
554;2;30;Appartement;28.76
53;1;30;Appartement;30.13
193;3;60;Appartement;62
21;5;74;Appartement;75.26
5;3;78;Appartement;70.92
105;3;62;Appartement;60.26
60;2;36;Appartement;36.55
2;3;65;Appartement;64.49
25;3;57;Appartement;57.64
394;3;75;Appartement;72.22
259;3;68;Appartement;68.64
378;3;63;Appartement;63.99
331;3;54;Appartement;53.01
137;2;63;Appartement;59.49
343;4;74;Appartement;74.4
140;3;61;Appartement;61.03
226;2;39;Appartement;39.41
55;2;45;Appartement;30.85
135;1;10;Appartement;12.87
732;1;34;Appartement;33.07
7;1;25;Appartement;25.13
86;4;74;Appartement;73.92
162;4;67;Appartement;67.15
48;2;55;Appartement;53
26;3;59;Appartement;58.83
733;3;45;Appartement;46.14
52;3;61;Appartement;61.55
